Hero,Name,Gender
DEATHLOK/COLONEL LUT,"('Colonel Hendershoot (Earth-616)', 86)",Male
SILENCER,"('Silencer (Assasin) (Earth-616)', 90)",Male
"CUSSLER, PHILLIP JR.","('Jason Macendale Jr. (Earth-616)', 86)",Male
EBONY,"('Ebony (Earth-616)', 90)",nan
BIG MAN/FREDERICK FO,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)",Male
"SIKORSKY, RAYMOND","('Raymond Sikorski (Earth-616)', 86)",Male
"FERGUSON, ISABEL","('Clarice Ferguson (Earth-616)', 86)",Female
BROTHER VOODOO/DANIE,"('Nameless One (Voodoo Lord) (Earth-616)', 86)",Male
HEAT-RAY/,"('Beta Ray Bill (Earth-616)', 86)",Male
GORGEOUS GEORGE,"('George Tarleton (Earth-616)', 86)",Male
"ZEDRAO, GENERAL","('Lieutenant General Fredricks (Earth-616)', 86)",Male
KEKA' AKELUAK,"('Black Axe (Earth-616)', 57)",Male
COIL,"('Recoil (Earth-616)', 90)",Male
ETERNAL BRAIN/PROFES,"('Werner Schmidt (Brain Drain) (Earth-616)', 86)",Male
VOLGA BELLE/,"('Volga Belle (Earth-616)', 90)",Female
"RAINBOW, BECKY","('Rainbow (Spaceknight) (Earth-616)', 86)",Female
SMASHER III,"('Smasher III (Earth-616)', 90)",Male
EEL III,"('Warren Worthington III (Earth-616)', 86)",Male
"BURKE, JOB","('Tracy Burke (Earth-616)', 86)",Female
CHEETAH,"('Giles McHeath (Earth-616)', 66)",Male
AGAMEMNON,"('Agamemnon (Mythology) (Earth-616)', 90)",Male
YANDROTH,"('Yandroth (Earth-616)', 90)",Male
INDECH,"('Indech (Earth-616)', 90)",Male
MISSING LINK,"('Missing Link (Lincoln) (Earth-616)', 90)",Male
"LUCAS, JAMES","('Wolverine (James \\""Logan\\"" Howlett)', 86)",Male
NOVA/RICHARD RIDER,"('Richard Parker (Simulcrum) (Earth-616)', 86)",Male
"RAYMOND, NORA JONES","('Richard Jones (Phantom Reporter) (Earth-616)', 86)",Male
FROSTBITE/DR. SLOANE,"('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)",Male
"LENO, JAY","('Jay Little Bear (Earth-616)', 86)",Male
SCREAM,"('Bloodscream (Earth-616)', 90)",Male
"RORY, RICHARD","('Richard Jones (Earth-616)', 86)",Male
"LIN, PAULA","('Lin Sun (Earth-616)', 86)",Male
"O'CONNELL, TARYN","('George Tarleton (M.O.D.O.K. Superior) (Earth-616)', 86)",Male
DEADPOOL/JACK/WADE W,"('Wade Wilson (Evil Deadpool) (Earth-616)', 86)",Male
"RICKMAN, JONATHAN","('Jonathan Murdock (Earth-616)', 86)",Male
"HILLIARD, JACOB","('Jacob Conover (Earth-616)', 86)",Male
PELIALI,"('Peliali (Earth-616)', 90)",Female
AVIA,"('Avia (Savage Land) (Earth-616)', 90)",Female
STARFOX/EROS,"('Eros (Olympian) (Earth-616)', 86)",Male
"HOGAN, VIRGINIA PEPP","('Virginia Potts (Heroes Reborn) (Earth-616)', 86)",Female
"DAKESIAN, NANCI","('Daniel Damian (Earth-616)', 55)",Male
WARFIST,"('Warfist (Earth-616)', 90)",Male
GIRABOOR,"('Giraboor (Earth-616)', 90)",Male
NIGHTFIGHTER/,"('Lightning (Tex Morgan) (Earth-616)', 60)",Male
"MCKENZIE, LYDIA","('Namor McKenzie (Earth-616)', 86)",Male
PINTA,"('Pinta (Earth-616)', 90)",Female
"WEIN, GLYNIS","('Glynis Zarkov (Earth-616)', 86)",Female
OVERRIDE/DR. GREGORY,"('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)",Male
LIGHTSPEED/JULIE POW,"('Julie Power (Earth-616)', 51)",Female
BLACK PANTHER/T'CHAL,"('Black Knight (Young Masters) (Earth-616)', 86)",Female
"COUNT NEFARIA, LUCHI","('Giuletta Nefaria (Masque) (Earth-616)', 86)",Female
"DIXON, GENERAL","('Lieutenant General Fredricks (Earth-616)', 86)",Male
"CHAKARA, MADAN","('Maria Muradyan (Earth-616)', 59)",Female
OUIJA/,"('Yukotujakzurjimozoata (Earth-616)', 72)",Male
X-CUTIONER/CARL DENT,"('Director X (Department H) (Earth-616)', 86)",Male
ASANO,"('Masano (Earth-616)', 90)",Male
SHOCKWAVE ROBOT,"('Humanoid Experimental Robot B-Type Integrated Electronics (Earth-616)', 86)",Male
DEMITRIUS,"('Demitrius Collins (Earth-616)', 90)",Male
PERSEPHONE,"('Persephone (Olympian) (Earth-616)', 90)",Female
"AYALA, AWILDA","('Hector Ayala (Earth-616)', 86)",Male
SHORT CIRCUIT/HENRY ,"('Henry McCoy (Skrull) (Earth-616)', 86)",Male
FUTURIST,"('Tisiphone (Furies) (Earth-616)', 64)",Female
SENSO,"('Senso (Earth-616)', 90)",nan
"COVEY, LAWRENCE K.","('Lawrence Cranston (Earth-616)', 86)",Male
HURRICANE II,"('Shingen Harada II (Earth-616)', 86)",Male
TOMBSTONE/LONNIE THO,"('Touchstone (Earth-616)', 54)",Female
"DILLON, ANITA","('Maxwell Dillon (Earth-616)', 86)",Male
"STROUD, SIMON","('Simon Williams (Earth-616)', 86)",Male
SLICE/,"('Leslie Dean (Earth-616)', 76)",Female
ZEFRA,"('Zefra (Earth-616)', 90)",Female
WEASEL/JACK HAMMER,"('Peter Parker (Jack) (Earth-616)', 86)",Male
TORO II/BENITO SERRA,"('Seeker II (Inhuman) (Earth-616)', 86)",Male
RAPIDO,"('Hector (Rapidfire) (Earth-616)', 75)",Male
"FALCONER, CALVIN","('Calvin Rankin (Earth-616)', 86)",Male
RED QUEEN,"('Red Queen (Earth-616)', 90)",Female
"CHANG, IMEI","('Philip Chang (Earth-616)', 86)",Male
ROGUE DOPPELGANGER,"('Rogue (Anna Marie) (Earth-616)', 86)",Female
SLAB/KRIS ANDERSON,"('Christopher Anderson (Earth-616)', 86)",Male
KEEVER,"('Sean McKeever (Earth-616)', 90)",Male
TENELLE,"('Tenelle (Earth-616)', 90)",Female
"PEREGRINE, LE/FRANCK","('Morgan le Fay (Robot) (Earth-616)', 86)",Female
MARVEL BOY VI,"('Pretty Boy (Earth-616)', 86)",Male
"HARRISON, COL. EDWAR","('Harrison J. Merriwell (Earth-616)', 86)",Male
DORMA [ATLANTEAN],"('Giganto (Atlantean beast) (Earth-616)', 86)",Male
T'CHAKA,"(""T'Chaka (Earth-616)"", 90)",Male
AGON,"('Blackagar Boltagon (Earth-616)', 90)",Male
TRAPSTER II/LARRY CU,"('Seeker II (Inhuman) (Earth-616)', 86)",Male
SILENT ONE,"('Silent One (Earth-616)', 90)",Male
"MAXIMOFF, DJANGO","('Wanda Maximoff (Earth-616)', 86)",Female
BANSHEE 2013,"('Banshee (North Korean Mutate) (Earth-616)', 86)",Male
"MORRISON, AMANDA PAY","('Melinda Morrison (Earth-616)', 59)",Female
STONE-FACE,"('Marshall Stone III (Earth-616)', 86)",Male
ONEG,"('Oneg (Earth-616)', 90)",nan
"ADAMS, NICOLE NIKKI","('Claudette and Nicole St. Croix (Earth-616)', 86)",Female
ANGEL IV,"('Jester IV (Earth-616)', 86)",Male
"MCPHERSON, LING","('Mindy McPherson (Earth-616)', 86)",Female
"STACY, ARTHUR","('Gwendolyne Stacy (Earth-616)', 86)",Female
"SHARPE, ROSALINDE","('Rosalind Sharpe (Earth-616)', 86)",Female
BOBCAT/,"('Bobcat (Earth-616)', 90)",Male
ALCHEMY/THOMAS JONES,"('Richard Jones (Phantom Reporter) (Earth-616)', 86)",Male
COLOSSUS,"('It the Living Colossus (Earth-616)', 90)",Male
PYLLAR,"('Pyllar (Earth-616)', 90)",Male
WARHEAD/GREGORY SLIV,"('Gregory Herd (Earth-616)', 64)",Male
"SANDOVAL, DIEGO","('Glenda Sandoval (Earth-616)', 86)",Female
ROMA,"('Natalia Romanova (Earth-616)', 90)",Female
MARX,"('Marx (Earth-616)', 90)",Male
GARGOYLE | MUTANT X-,"('Headhunter (Mutant) (Earth-616)', 86)",Female
CLEA,"('Clea (Earth-616)', 90)",Female
"VONYA, DR. ANATOLY","('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)",Male
"STALYENKO, COL. YURI","('Ryuki', 54)",Female
BLUE DIAMOND/PROFESS,"('Thelius (Blue Marvel) (Earth-616)', 86)",Male
MOONSTONE/LLOYD BLOC,"('Lloyd Bloch (Heroes Reborn) (Earth-616)', 86)",Male
NEKRA/ADRIENNE HATRO,"(""Steven (Adrienne's husband) (Earth-616)"", 86)",Male
BLACK BOLT | MUTANT ,"('Headhunter (Mutant) (Earth-616)', 86)",Female
BEETLE ROBOT,"('Humanoid Experimental Robot B-Type Integrated Electronics (Earth-616)', 86)",Male
"RAYMOND, ANN","('Thomas Raymond (Earth-616)', 86)",Male
"JARVIS, EDWIN | TIME","('Edwin Jarvis (Skrull) (Earth-616)', 86)",Male
CRIMSON DYNAMO/PROF.,"('Anton Vanko (Crimson Dynamo) (Earth-616)', 86)",Male
"PROCTOR, COORDINATOR","('Coordinator Proctor (Earth-616)', 86)",Male
LIVING TRIBUNAL,"('Living Brain (Earth-616)', 86)",Agender
"ADAMS, MARTHA","('Martha Franklin (Earth-616)', 86)",Female
PROMETHEUS II,"('Shingen Harada II (Earth-616)', 86)",Male
"BERNSTEIN, DR. NOAH","('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)",Male
AURORA | MUTANT X-VE,"('Headhunter (Mutant) (Earth-616)', 86)",Female
"WILBURN, MYRON","('Myron MacLain (Earth-616)', 86)",Male
SCORCH II,"('Shingen Harada II (Earth-616)', 86)",Male
"RYKER, GENERAL","('Rebecca Ryker (Earth-616)', 86)",Female
SURGEON GENERAL/ANGE,"('Lieutenant General Fredricks (Earth-616)', 86)",Male
RAKKUS,"('Karl Kraus (Earth-616)', 68)",Male
WEBWING,"('Webwing (Earth-616)', 90)",nan
"ANAMI, HIROSHI","('Karnak (Heroes Reborn) (Earth-616)', 58)",Male
"MACON, ANGELO","('Angelo Espinosa (Earth-616)', 86)",Male
"POWER, LEFTENANT","('Alexander Power (Earth-616)', 86)",Male
BLOCKBUSTER/,"('Blocks (Earth-616)', 66)",Male
"SLOAN, ANNA","('Rogue (Anna Marie) (Earth-616)', 86)",Female
"STRUCKER, ANDREA","('Wolfgang von Strucker (Earth-616)', 86)",Male
UNCLE SAM,"('Sam Yates (Earth-616)', 86)",Male
"CONAN, NEAL","('Neal Shaara (Earth-616)', 86)",Male
"CANDLER, OWEN","('Owen Reece (Earth-616)', 86)",Male
DOC SAMSON | MUTANT ,"('Headhunter (Mutant) (Earth-616)', 86)",Female
CAPTAIN U.K./LINDA M,"('Captain America (Steven Rogers)', 86)",Male
MASTER MENACE/DR. EM,"('Master Man (Heroes Reborn) (Earth-616)', 86)",Male
NOMAD II/EDWARD FERB,"('Seeker II (Inhuman) (Earth-616)', 86)",Male
PRISM,"('Prism (Robbie) (Earth-616)', 90)",Male
MARVEL GIRL DOPPELGA,"('Dead Girl (Moonbeam) (Earth-616)', 86)",Female
HOOPSNAKE/,"('Hoopsnake (Brute Force) (Earth-616)', 90)",Male
TOKEN,"('Token (Earth-616)', 90)",nan
FOREIGNER/RAFAEL BAS,"('Foreigner (Earth-616)', 61)",Male
BAKER,"('William Baker (Earth-616)', 90)",Male
TSERRON,"('Tserron (Earth-616)', 90)",Female
EELAK,"('Eelak (Earth-616)', 90)",Male
"NEKOBAH, ROMAN","('Roman Nekoboh (Earth-616)', 86)",Male
WIDE LOAD ANNIE/ANNI,"('Annie (Noh-Varr, Construct) (Earth-616)', 86)",Female
ELYSIUS,"('Elysius (Earth-616)', 90)",Female
"SHAW, OBADIAH","('Sebastian Shaw (Earth-616)', 86)",Male
DEADBOLT,"('Deadbolt (Earth-616)', 90)",Male
HAUPTMAN,"('Jurgen Hauptmann (Earth-616)', 90)",Male
"YOUNG, AGNES","('Harmony Young (Earth-616)', 86)",Female
"CHASE, DETECTIVE SLO","('Cerberus (O.Z. Chase) (Earth-616)', 86)",Male
"MADDEN, CHET","('Chet Huntley (Earth-616)', 86)",Male
"JANES, FATHER MICHAE","('Father Time (Elders of the Universe) (Earth-616)', 86)",Male
DR. STRANGE | MUTANT,"('Headhunter (Mutant) (Earth-616)', 86)",Female
BLOOD SPIDER/,"('Spider-Man (Peter Parker)', 86)",Male
MANAT,"('Zamanathan Rambunazeth (Earth-616)', 90)",Male
"GREGORY, TODD","('Todd Arliss (Earth-616)', 86)",Male
SPEAR,"('Jack Spears, Jr. (Earth-616)', 90)",Male
LLAN,"('Kayla Ballantine (Earth-616)', 90)",Female
THOR/DR. DONALD BLAK,"('Thor Odinson (Ragnarok) (Earth-616)', 86)",Male
ASYLUM/,"('Asylum (Psionex) (Earth-616)', 90)",Female
"WISDOM, ROMANY","('Peter Wisdom (Earth-616)', 86)",Male
"ANDERSON, CHIEF MAGI","('Red Hawk (Apache Chief) (Earth-616)', 86)",Male
"PAGE, KAREN","('Karen Page (Earth-616)', 86)",Female
"DANNING, SHEILA","('Sheila Donner (Earth-616)', 86)",Female
BROKER,"('Roger Brokeridge (Earth-616)', 90)",Male
SHANZAR,"('Shanzar (Earth-616)', 90)",Male
PLUNDERER/LORD EDGAR,"('Lord Templar (Tremont) (Earth-616)', 86)",Male
GUARDIAN V/JAMES MAC,"('Wolverine (James \\""Logan\\"" Howlett)', 86)",Male
"MERIDIAN, DR. ROBERT","('William Robert Reilly (Earth-616)', 86)",Male
LIGHT,"('Lightning (Tex Morgan) (Earth-616)', 90)",Male
EDDA,"('Nedda (Earth-616)', 90)",Female
COMPUTO,"('Integral Synaptic Anti-Anionic Computer (Earth-616)', 77)",Male
FREE SPIRIT/CATHY WE,"('Guardian of the Spirit World (Earth-616)', 86)",Male
DARK RAIDER,"('Void (Dark Sentry) (Earth-616)', 86)",Male
FLASH/BARRY ALLEN/BU,"('Keeper of the Flash (Earth-616)', 86)",Male
"GROSS, CLIFFORD","('Clifford Michaels (Earth-616)', 86)",Male
"CORNELIUS, DR.","('Abraham Cornelius (Earth-616)', 86)",Male
DOMINO,"('Dominor (Earth-616)', 90)",Male
CALEDONIA/ALISANDE S,"('Cecilia (S.W.O.R.D.) (Earth-616)', 86)",Female
TAROT/MARIE-ANGE COL,"('Jeanne-Marie Beaubier (Earth-616)', 86)",Female
NESTOR,"('Nestor Rodriguez (Earth-616)', 90)",Male
ORPHAN,"('Orphan-Maker (Peter) (Earth-616)', 90)",Male
"STANFORD, DWIGHT ROL","('Dwight D. Eisenhower (Earth-616)', 86)",Male
ROCKWALL,"('Douglas Rockwell (Earth-616)', 79)",Male
BUZZ,"('Buzz (Earth-616)', 90)",Male
"WALKER, TESS","('Patricia Walker (Earth-616)', 86)",Female
RAMPAGE/STUART CLARK,"('Stuart Anthony Whyte (Earth-616)', 86)",Male
PRINCE REY,"('Prince Rey (Earth-616)', 90)",Male
BUCKY VII/RIKKI BARN,"('Ryuki', 54)",Female
"OSBORN, EMILY","('Norman Osborn (Earth-616)', 86)",Male
HOGUN | MUTANT X-VER,"('Headhunter (Mutant) (Earth-616)', 86)",Female
DOMINO III/BEATRICE/,"('Warren Worthington III (Earth-616)', 86)",Male
"NIVENA, JOANNA","('Joanna Cargill (Earth-616)', 86)",Female
"ALBUQUERQUE, JEREMIA","('Jacques Larocque (Earth-616)', 51)",Male
DELUGE II,"('Shingen Harada II (Earth-616)', 86)",Male
"NAIP, SYNTHIA","('Synthia Naip (Earth-616)', 86)",Female
DEATH,"('Deathwatch (Earth-616)', 90)",Male
FRIDAY,"('Smartship Friday (Earth-616)', 90)",nan
UNIT 101101,"('FAUST (Fully Automated Unit of Structural Technology) (Earth-616)', 86)",nan
"GAPON, DZHOKHAR","('Tung Rapongan (Earth-616)', 54)",Male
"MICHEL, RAFE","('Michel de Nostredame (Earth-616)', 86)",Male
"WEST, DALE","('Dale Yorkes (Earth-616)', 86)",Male
OSWALD,"('Oswald Silkworth (Earth-616)', 90)",Male
JACKKNIFE/JACK COLE,"('Peter Parker (Jack) (Earth-616)', 86)",Male
RHAPSODY/RACHEL ARGO,"('Rachel Leighton (LMD) (Earth-616)', 86)",Female
WRECKER II,"('Shingen Harada II (Earth-616)', 86)",Male
TURBO II (A)/MICHIKO,"('Bill (A.I.M. Agent) (Earth-616)', 86)",Male
LOVE,"('Mistress Love (Earth-616)', 90)",Female
SZARKUS,"('Lazarus (Earth-616)', 66)",Male
QUICKSAND,"('Quicksand (Earth-616)', 90)",Female
"YORK, SANDY","('Sandy Kintzler (Earth-616)', 86)",Female
AHURA,"('Ahura Boltagon (Earth-616)', 90)",Male
TAURUS/CORNELIUS VAN,"('Michael van Patrick (Patrick) (Earth-616)', 86)",Male
SHAPE,"('Karima Shapandar (Earth-616)', 72)",Female
REBO,"('Amora (Heroes Reborn) (Earth-616)', 90)",Female
KORATH THE PURSUER,"('It the Living Colossus (Earth-616)', 86)",Male
"COWAN, EARL","('Buck Cowan (Earth-616)', 86)",Male
BIRDY,"('Birdy (Earth-616)', 90)",Female
EENY,"('Kathleen Dare (Earth-616)', 74)",Female
"DILLON, BERNIE","('Maxwell Dillon (Earth-616)', 86)",Male
KARMA/XI'AN COY MANH,"(""Xi'an Coy Manh (Earth-616)"", 78)",Female
TENDRIL/RIVER VERYS,"('River Verys (Earth-616)', 69)",Male
MOONDANCER,"('John Dancer (Earth-616)', 72)",Male
"BRANNEX, ALLESSANDRO","('Alessandro Brannex (Earth-616)', 73)",Male
CYTTORAK,"('Cyttorak (Earth-616)', 90)",Male
"NACHT, HERR","('Mister Nacht (Earth-616)', 86)",Male
"KNIGHT, MISTY","('Mercedes Knight (Earth-616)', 86)",Female
WEAK LINK/ERNIE MILL,"('Missing Link (Lincoln) (Earth-616)', 86)",Male
SPYMASTER/JAKE JORDA,"('Jake Olson (Duplicate) (Earth-616)', 86)",Male
"DORNOVA-BLONSKY, NAD","('Nadia Dornova (Earth-616)', 54)",Female
BOOMER/TABITHA SMITH,"('Denis Nayland Smith (Earth-616)', 86)",Male
PROSH,"('Prosh (Earth-616)', 90)",nan
CLARITY/,"('Singularity (Neo) (Earth-616)', 77)",Male
BLOOD-TIDE,"('Blood Brothers (Earth-616)', 86)",Male
CRIMSON DYNAMO VIII/,"('Anton Vanko (Crimson Dynamo) (Earth-616)', 86)",Male
"ABBOTT, JACK","('Jack Russell (Earth-616)', 86)",Male
"GREY, ELAINE","('Jean Grey (Earth-616)', 86)",Female
"LEONARD, DR.","('Leonard Samson (Earth-616)', 86)",Male
"JENKINS, WALTER","('Abner Jenkins (Earth-616)', 86)",Male
SEESHA,"('Seesha (Earth-616)', 90)",Female
SHELLSHOCK/,"('Michael Stockton (Earth-616)', 63)",Male
"INSHALLAH, KHALID","('Khalid Inshallah (Earth-616)', 86)",Male
"LUBENSKI, NATE","('Natchez Nate (Earth-616)', 86)",Male
PROJECTOR/,"('Protector (Rhunian Android) (Earth-616)', 80)",nan
"CONNORS, MARTHA","('Curtis Connors (Earth-616)', 86)",Male
"CARTER, SHARON II","('Sharon Carter (Earth-616)', 86)",Female
NAZE,"('Naze (Earth-616)', 90)",Male
"LEBEAU, JEAN-LUC","('Jean-Paul Beaubier (Earth-616)', 86)",Male
SHADES,"('Shades (Earth-616)', 90)",Male
SNAKE,"('Snake Dance (Earth-616)', 90)",Male
"BURKE, GWYNETH","('Tracy Burke (Earth-616)', 86)",Female
NOX,"('Thomas Lennox (Earth-616)', 90)",Male
MAXIMUS [INHUMAN],"('Maximus Jensen (Earth-616)', 86)",Male
"LUBOWSKI, LUGWRENCH","('Polowski (Earth-616)', 53)",Male
SIFFROR,"('Lifeforce (Earth-616)', 64)",Female
ZORN,"('Czorn Yson (Earth-616)', 90)",Male
"D'AURIA, JACK","('Jack Russell (Earth-616)', 86)",Male
WILDPRIDE/KYLLIAN,"('Kyllian Boddicker (Earth-616)', 86)",Male
"JOHNSMEYER, JAMES","('Wolverine (James \\""Logan\\"" Howlett)', 86)",Male
GUARDIAN | MUTANT X-,"('Red Guardian (Anton) (Earth-616)', 86)",Male
"STERIXIAN, ALMONNAS","('Desak Sterixian (Earth-616)', 64)",Male
ELEKTRA/ELEKTRA NATC,"('Elektra Natchios (Earth-616)', 70)",Female
"YUAN, BILLY","('Billy Russo (Earth-616)', 86)",Male
WARLOCK III,"('Warren Worthington III (Earth-616)', 86)",Male
SHOCKWAVE/LANCASTER ,"('Lancaster Sneed (Earth-616)', 61)",Male
BLACK PANTHER | MUTA,"('Black Knight (Young Masters) (Earth-616)', 86)",Female
"KILGREW, BASIL BETA ","('Basil Frankenstein (Earth-616)', 86)",Male
"EDWARDS, MARTIN/DR. ","('Martin Simon Burns (Earth-616)', 86)",Male
TAURUS II/,"('Shingen Harada II (Earth-616)', 86)",Male
CAPTAIN WINGS/,"('Captain America (Steven Rogers)', 86)",Male
"POWELL, AMY","('Christopher Powell (Earth-616)', 86)",Male
SKULL-JACKET,"('Skull-Jacket (Earth-616)', 90)",Male
SILVER SAMURAI/KENYU,"('Mary Brown (Silver Age) (Earth-616)', 86)",Female
LIVEWIRE/RANCE PREST,"('Rance Preston (Earth-616)', 62)",Male
QUORUM/,"('Quorum (Earth-616)', 90)",Female
LOCUS,"('Tricephalous (Earth-616)', 76)",Male
"BANNER, BETTY ROSS T","('Robert Bruce Banner (Eternals Robot) (Earth-616)', 86)",Male
MELLENCAMP,"('Seamus Mellencamp (Earth-616)', 90)",Male
CITYDWELLER/JERRY | ,"('Jerry Carstairs (Earth-616)', 86)",Male
MAGMA/AMARA AQUILLA/,"('Amara Aquilla (Earth-616)', 77)",Female
MUNIPOOR,"('Eadmund Porlock (Earth-616)', 68)",Male
"ST. GERMAINE, COMTE","('St. John Allerdyce (Earth-616)', 86)",Male
GREASE,"('Thomas Greaves (Earth-616)', 75)",Male
"DEPALMA, MR.","('Mr. Raven (Earth-616)', 86)",Male
"GATOR, LORD","('Lord Chaos (Earth-616)', 86)",nan
SUMO,"('Maki Matsumoto (Earth-616)', 90)",Female
CLEARCUT/,"('Clearcut (Earth-616)', 90)",Male
"ANDERSON, CHET","('Tam Anderson (Earth-616)', 86)",Female
WRAITH,"('John Wraith (Earth-616)', 90)",Male
LUNA/LUNA MAXIMOFF [,"('Luna Maximoff (Earth-616)', 95)",Female
VANGUARD/NICOLAI KRY,"('Nicolai Vardoff (Earth-616)', 59)",Male
TRAUMA,"('Jack Truman (Earth-616)', 75)",Male
DOC,"('Doctor Watson (Earth-616)', 90)",Male
BIG BEN/,"('Ben Urich (Earth-616)', 86)",Male
AMERICAN EAGLE II/JA,"('Lobo (Native American) (Earth-616)', 86)",Male
SUNFIRE/SHIRO YASHID,"('Sunfire (North Korean Mutate) (Earth-616)', 86)",Male
NOSFERATA/PURPLE HAY,"('Noah Purl (Earth-616)', 50)",Male
KNIGHT ERRANT II,"('Mercedes Knight (Earth-616)', 86)",Female
FERAL/MARIA CALLASAN,"('Maria de Guadalupe Santiago (Earth-616)', 86)",Female
HARPY II,"('Shingen Harada II (Earth-616)', 86)",Male
PSI-BORG/,"('Lucrezia Borgia (Earth-616)', 68)",Female
"FLORESCU, ANTON","('Anton Miguel Rodriquez (Earth-616)', 86)",Male
MAGNUS,"('Magnus (Sorcerer) (Earth-616)', 90)",Male
ROC/,"('Edward Brock (Earth-616)', 90)",Male
APOCRYPHUS,"('Apocalypse Beast (Earth-616)', 63)",nan
EXECUTIONER II/SKURG,"('Executioner (Crazy Gang) (Earth-616)', 86)",Male
NIGHT FLYER,"('Night Flyer (Earth-616)', 90)",Male
TIMEBOMB/LOUIS JOUBE,"('James Louis Prindle (Earth-616)', 86)",Male
"ASTER, LUCIAN","('Blackwulf (Lucian) (Earth-616)', 86)",Male
GOLDDIGGER,"('Goldigger (Earth-616)', 81)",Male
ORPHAN II/GUY SMITH,"('Denis Nayland Smith (Earth-616)', 86)",Male
PET,"('Spider-Man (Peter Parker)', 90)",Male
ORWELL,"('Orwell Taylor (Earth-616)', 90)",Male
"HIGGINS, JANE","('Mary Jane Watson (Earth-616)', 86)",Female
VANADIUM,"('Vanadium (Human) (Earth-616)', 90)",nan
X-RAY II/,"('Beta Ray Bill (Earth-616)', 86)",Male
SHOOTING STAR,"('Victoria Star (Earth-616)', 86)",Female
BULLET BIKER,"('Tinkerbelle (Earth-616)', 62)",Female
NEREEL,"('Nereel (Earth-616)', 90)",Female
MAJOR LOVE,"('Major Love (Earth-616)', 90)",Male
WHIZZER II/STANLEY S,"('Cecilia (S.W.O.R.D.) (Earth-616)', 86)",Female
KNICK KNACK,"('Nick Iona (Earth-616)', 63)",Male
BULLSEYE II/BENJAMIN,"('Benjamin Grimm (Heroes Reborn) (Earth-616)', 86)",Male
HAWK,"('Matthew Hawk (Earth-616)', 90)",Male
"MEACHUM, WARD","('Terrance Ward (Earth-616)', 86)",Male
MALEVOLENCE,"('Malevolence (Earth-616)', 90)",Male
UTGARD-LOKI,"('Utgard-Loki (Earth-616)', 90)",Male
YELLOW CLAW ROBOT,"('Humanoid Experimental Robot B-Type Integrated Electronics (Earth-616)', 86)",Male
CHEMISTRO III,"('Warren Worthington III (Earth-616)', 86)",Male
"JONES, JANIS","('Richard Jones (Earth-616)', 86)",Male
"PONG, WU","('Leiko Wu (Earth-616)', 86)",Female
"MCCOY, EDNA ANDREWS","('Henry McCoy (Skrull) (Earth-616)', 86)",Male
"SHAARA, SANJIT","('Neal Shaara (Earth-616)', 86)",Male
SIMBUS,"('Simbus (Earth-616)', 90)",Male
WENDIGO VI/LARRY,"('Larry Carpenter (Earth-616)', 86)",Male
"SOFEN, MARION","('Karla Sofen (Earth-616)', 86)",Female
TARBABY,"('Tar Baby (Earth-616)', 77)",Male
ROSETTA STONE,"('Marshall Stone III (Earth-616)', 86)",Male
SPLICE II/,"('Shingen Harada II (Earth-616)', 86)",Male
FIREFIST/RUSTY COLLI,"('Firefist (Earth-616)', 62)",Male
U-MAN/MERRANO,"('Spider-Man (Peter Parker)', 86)",Male
"STANE, OBADIAH","('Obadiah Stane (Earth-616)', 86)",Male
CHANCE,"('Chance (Fallen Angels) (Earth-616)', 90)",Female
DR. DOOM CLONE/VICTO,"('Bentley Wittman (Clone) (Earth-616)', 86)",Male
"HALFTREE, HORACE","('Horace Littleton (Earth-616)', 86)",Male
"PARKS, JUDITH","('Arthur Parks (Earth-616)', 86)",Male
"SCHOOLCRAFT, DR. DEN","('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)",Male
"SHEFFIELD, LEAH","('Leah (Construct) (Earth-616)', 86)",Female
JIGSAW,"('Jigsaw Monster (Earth-616)', 90)",nan
M'REEL,"(""M'Reel (Earth-616)"", 90)",Male
"HILDEBRANT, DR.","('Dr Thaxton (Earth-616)', 86)",Male
MONDO II,"('Shingen Harada II (Earth-616)', 86)",Male
KREE SCARLET WITCH [,"('Scarlet Fasinera (Earth-616)', 86)",Female
"DICHINSON, RICKY","('Ricky Landers (Earth-616)', 86)",Male
"SHAITAN, AL","('Blind Al (Althea) (Earth-616)', 86)",Female
COMBAT/,"('Combatra (Earth-616)', 90)",nan
MR. FEAR III/PROF. L,"('Warren Worthington III (Earth-616)', 86)",Male
VISION DOPPELGANGER,"('Peter Parker (Doppelganger) (Earth-616)', 86)",Male
"REYES, DR. DANIEL","('Daniel Berkhart (Earth-616)', 86)",Male
STONE II,"('Marshall Stone III (Earth-616)', 90)",Male
"RIFKIN, BIFF","('Biff Rifkin (Earth-616)', 86)",Male
WINDSTORM/,"('Windstorm (Earth-616)', 90)",Female
"WATSON, MADELINE","('Mary Jane Watson (Earth-616)', 86)",Female
HAWKEYE | MUTANT X-V,"('Headhunter (Mutant) (Earth-616)', 86)",Female
MAELSTROM/MALCOLM ST,"('Claudette and Nicole St. Croix (Earth-616)', 86)",Female
